Title,Year,IMDB rating,Metascore,Votes,Description,Type
Anon,(2018),6.1,54        ,30240,"
    In a world without anonymity or crime, a detective meets a woman who threatens their security.","
Action, Crime, Drama            "
Najdluzsza podróz,(2015),7.1,33        ,71069,"
    The lives of a young couple intertwine with a much older man, as he reflects back on a past love.","
Drama, Romance            "
Witaj w raju,(2018),5.2,38        ,3353,"
    A couple spend a weekend at a vacation rental home in the Italian countryside in an attempt to repair their relationship, but soon become victims of the homeowner's sinister plans.","
Thriller            "
Ted 2,(2015),6.3,48        ,168234,"
    Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","
Comedy            "
Zimna wojna,(2018),7.6,90        ,35578,"
    In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.","
Drama, History, Music            "
Drzewo życia,(2011),6.8,85        ,157291,"
    The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.","
Drama, Fantasy            "
Gość,(2014),6.7,76        ,82868,"
    A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.","
Action, Comedy, Crime            "
Zacznijmy od nowa,(2013),7.4,62        ,131126,"
    A chance encounter between a disgraced music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.","
Comedy, Drama, Music            "
Non-Stop,(2014),7.0,56        ,236355,"
    An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","
Action, Mystery, Thriller            "
Uncle Drew,(2018),5.7,57        ,10249,"
    An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.","
Comedy, Sport            "
Projekt X,(2012),6.6,48        ,179093,"
    3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.","
Comedy            "
Dzień patriotów,(2016),7.4,69        ,77679,"
    The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.","
Action, Crime, Drama            "
Contagion - Epidemia strachu,(2011),6.6,70        ,202651,"
    Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.","
Action, Drama, Thriller            "
Niepoczytalna,(2018),6.4,63        ,33225,"
    A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear--but is it real or a product of her delusion?","
Drama, Horror, Mystery            "
Krzyk 4,(2011),6.1,52        ,119669,"
    Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.","
Horror, Mystery            "
Az do kosci,(2017),6.8,64        ,33740,"
    A young woman, dealing with anorexia, meets an unconventional doctor who challenges her to face her condition and embrace life.","
Drama            "
Syberia,(2018),4.3,34        ,9447,"
    When an American diamond trader's Russian partner goes missing, he journeys to Siberia in search of him, but instead begins a love affair.","
Crime, Romance, Thriller            "
Koe no katachi,(2016),8.2,78        ,27695,"
    A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.","
Animation, Drama, Romance            "
Inferno,(2016),6.2,42        ,140802,"
    When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.","
Action, Adventure, Crime            "
Steve Jobs,(2015),7.2,82        ,140197,"
    Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.","
Biography, Drama            "
Straz wiejska 2,(2018),6.1,41        ,20880,"
    When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.","
Comedy, Crime, Mystery            "
Plan ucieczki,(2013),6.7,49        ,213791,"
    When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.","
Action, Crime, Mystery            "
Lords of Chaos,(2018),6.5,48        ,7394,"
    A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.","
Biography, Drama, Horror            "
"O chłopcu, który ujarzmił wiatr",(2019),7.6,68        ,12810,"
    A boy in Malawi helps his village by building a wind turbine after reading about them in a library book.","
Drama            "
To przychodzi po zmroku,(2017),6.2,78        ,70562,"
    Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.","
Horror, Mystery            "
Dziewczyna warta grzechu,(2014),6.1,45        ,22474,"
    On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.","
Comedy, Drama            "
Król zlodziei,(2018),5.5,47        ,8303,"
    A true crime movie about a crew of retired crooks who pull off a major heist in London's jewelry district. What starts off as their last criminal hurrah, quickly turns into a brutal nightmare due to greed. Based on infamous true events.","
Crime, Drama            "
Opowieść,(2018),7.3,90        ,11364,"
    A woman filming a documentary on childhood rape victims starts to question the nature of her childhood relationship with her riding instructor and running coach.","
Drama, Mystery, Thriller            "
Snowden,(2016),7.3,58        ,121129,"
    The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.","
Biography, Drama, Thriller            "
Dzieciak rządzi,(2017),6.3,50        ,95628,"
    A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.","
Animation, Adventure, Comedy            "
I mlodzi pozostana,(2018),8.3,91        ,17618,"
    A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.","
Documentary, History, War            "
Mechanik: Prawo zemsty,(2011),6.6,49        ,142480,"
    Follows an elite hit man as he teaches his trade to an apprentice who has a connection to one of his previous victims.","
Action, Thriller            "
Umysł przestępcy,(2016),6.3,36        ,52534,"
    In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.","
Action, Crime, Drama            "
Loft,(2014),6.3,24        ,47585,"
    Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.","
Mystery, Romance, Thriller            "
Dzikie łowy,(2016),7.9,81        ,89254,"
    A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.","
Adventure, Comedy, Drama            "
Sędzia,(2014),7.4,48        ,164564,"
    Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.","
Crime, Drama            "
Dawca pamięci,(2014),6.5,47        ,105773,"
    In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.","
Drama, Romance, Sci-Fi            "
Brittany Runs a Marathon,(2019),6.0,75        ,267,"
    A woman living in New York takes control of her life- one block at a time.","
Comedy, Drama            "
"Milion sposobów, jak zginąć na Zachodzie",(2014),6.1,44        ,161660,"
    As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","
Comedy, Western            "
"Game Over, Man!",(2018),5.4,32        ,22139,"
    Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.","
Action, Comedy            "
Krocząc wśród cieni,(2014),6.5,57        ,105889,"
    Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.","
Action, Crime, Drama            "
Siedem minut po północy,(2016),7.5,76        ,71823,"
    A boy seeks the help of a tree monster to cope with his single mother's terminal illness.","
Animation, Drama, Fantasy            "
Dwunasty czlowiek,(2017),7.4,70        ,13117,"
    They were 12 saboteurs. The Nazis killed 11 of them. This is the true story of the one who got away...","
Drama, History, Thriller            "
Ugotowany,(2015),6.6,42        ,97289,"
    Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.","
Comedy, Drama            "
Rownolegla rzeczywistosc,(2013),7.2,65        ,91221,"
    Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.","
Horror, Mystery, Sci-Fi            "
Wojownicze żółwie ninja: Wyjście z cienia,(2016),6.0,40        ,78154,"
    The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.","
Action, Adventure, Comedy            "
Piękne istoty,(2013),6.1,52        ,80312,"
    Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.","
Drama, Fantasy, Romance            "
Kazdego dnia,(2018),6.4,52        ,14343,"
    A shy teenager falls for a spirit who wakes up in the body of a different person every morning.","
Drama, Fantasy, Romance            "
Randka na weselu,(2016),6.0,51        ,76023,"
    Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.","
Adventure, Comedy, Romance            "
Colette,(2018),6.8,74        ,13589,"
    Colette is pushed by her husband to write novels under his name. Upon their success, she fights to make her talents known, challenging gender norms.","
Biography, Drama, History            "
Alicja po drugiej stronie lustra,(2016),6.2,34        ,81335,"
    Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.","
Adventure, Family, Fantasy            "
Cold Blood Legacy,(2019),4.5,25        ,1191,"
    A hit-man lives isolated in a cabin at the edge of a lake. One day, an injured woman arrives in front of his house. To save her, he could well risk his own life.","
Action, Thriller            "
Bez słowa,(2018),5.4,35        ,25949,"
    A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.","
Mystery, Sci-Fi, Thriller            "
Dar,(2015),7.0,77        ,125254,"
    A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.","
Drama, Mystery, Thriller            "
Maczeta zabija,(2013),5.6,41        ,70526,"
    The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.","
Action, Crime, Sci-Fi            "
Koszmar z ulicy Wiązów,(2010),5.2,35        ,86222,"
    The spectre of a dead child rapist haunts the children of the parents who murdered him, stalking and killing them in their dreams.","
Crime, Drama, Horror            "
Dzikie historie,(2014),8.1,77        ,153646,"
    Six short stories that explore the extremities of human behavior involving people in distress.","
Comedy, Drama, Thriller            "
Family,(2018),6.2,60        ,721,"
    Kate Stone is career-focused, and enjoys her life that way. Her brash attitude keeps relationships at arm's length, making her an outcast in her own right.","
Comedy            "
Trzej muszkieterowie,(2011),5.7,35        ,98938,"
    The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.","
Action, Adventure, Romance            "
Ukojenie,(2015),6.4,36        ,50176,"
    Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.","
Crime, Drama, Mystery            "
The Golem,(2018),5.8,63        ,2649,"
    During an outbreak of a deadly plague, a mystical woman must save her tight-knit Jewish community from foreign invaders, but the entity she conjures to protect them is a far greater evil.","
Drama, Horror            "
Zwierzeta Ameryki,(2018),7.0,68        ,30649,"
    Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.","
Biography, Crime, Drama            "
Uczeń czarnoksiężnika,(2010),6.1,46        ,144850,"
    Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la Fée.","
Action, Adventure, Family            "
Saga 'Zmierzch': Zaćmienie,(2010),5.0,58        ,213465,"
    As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.","
Action, Adventure, Crime            "
Zle mamuski 2: Jak przetrwac swieta,(2017),5.5,42        ,33923,"
    As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","
Comedy            "
Nie ma jak u siostry,(2018),4.6,39        ,4106,"
    A woman is released from prison and reunites with her sister. She soon discovers that her sister is in an online relationship with a man who may not be what he seems.","
Comedy, Drama, Romance            "
Dziedzictwo Bourne'a,(2012),6.7,61        ,270417,"
    An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.","
Action, Adventure, Thriller            "
Kung Fu Panda 2,(2011),7.2,67        ,231704,"
    Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.","
Animation, Action, Adventure            "
Lowca trolli,(2010),7.0,61        ,64097,"
    A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.","
Drama, Fantasy, Horror            "
Wywiad ze słońcem narodu,(2014),6.5,52        ,288431,"
    Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him.","
Comedy            "
Podróż na sto stóp,(2014),7.3,55        ,70412,"
    The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.","
Comedy, Drama            "
Krwawa zemsta,(2019),6.4,66        ,3532,"
    After years of assaults on him in prison, Cain escapes for avengement on those responsible.","
Action, Crime            "
"Ave, Cezar!",(2016),6.3,72        ,112562,"
    A Hollywood fixer in the 1950s works to keep the studio's stars in line.","
Comedy, Drama, Music            "
42,(2013),7.5,62        ,78414,"
    In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.","
Biography, Drama, Sport            "
Era rocka,(2012),5.9,47        ,70378,"
    A small town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.","
Comedy, Drama, Musical            "
Maiden,(2018),7.6,82        ,383,"
    The story of Tracy Edwards, a 24-year-old cook on charter boats, who became the skipper of the first ever all-female crew to enter the Whitbread Round the World Race in 1989.","
Documentary, Sport            "
Lekarstwo na życie,(2016),6.4,47        ,72154,"
    An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","
Drama, Fantasy, Horror            "
Paul,(2011),7.0,57        ,222110,"
    Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.","
Adventure, Comedy, Sci-Fi            "
Super,(2010),6.7,50        ,71135,"
    After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.","
Action, Comedy, Drama            "
IO,(2019),4.7,40        ,25604,"
    As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.","
Adventure, Drama, Romance            "
"Jako w piekle, tak i na Ziemi",(2014),6.2,38        ,67983,"
    When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","
Horror, Mystery, Thriller            "
The Do-Over,(2016),5.7,22        ,34323,"
    Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.","
Action, Adventure, Comedy            "
Córka wilka,(2019),6.0,36        ,3342,"
    A military veteran hunts the men who kidnapped her son.","
Action, Thriller            "
31,(2016),5.1,35        ,15431,"
    Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.","
Horror, Thriller            "
Brudny szmal,(2014),7.1,69        ,133572,"
    Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.","
Crime, Drama            "
Przygody Tintina,(2011),7.3,68        ,203934,"
    Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.","
Animation, Action, Adventure            "
Pożyczony narzeczony,(2011),5.9,36        ,54704,"
    Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.","
Comedy, Drama, Romance            "
Linia życia,(2017),5.2,27        ,34727,"
    Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.","
Drama, Horror, Mystery            "
Surferka z charakterem,(2011),7.0,53        ,42076,"
    Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.","
Biography, Drama, Family            "
T2: Trainspotting,(2017),7.2,67        ,98953,"
    After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.","
Drama            "
Green Hornet,(2011),5.8,39        ,149333,"
    Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","
Action, Comedy, Crime            "
We Have Always Lived in the Castle,(2018),5.5,63        ,1850,"
    Merricat, Constance and their Uncle Julian live in isolation after experiencing a family tragedy six years earlier. When cousin Charles arrives to steal the family fortune, he also threatens a dark secret they've been hiding.","
Drama, Mystery, Thriller            "
Rango,(2011),7.2,75        ,218050,"
    Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","
Animation, Adventure, Comedy            "
Savages: ponad bezprawiem,(2012),6.5,59        ,116332,"
    Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.","
Crime, Drama, Thriller            "
Prywatna wojna,(2018),6.7,75        ,11177,"
    One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.","
Biography, Drama, War            "
Gotti,(2018),4.8,24        ,10928,"
    The story of crime boss John Gotti and his son.","
Biography, Crime, Drama            "
Yip Man ngoi zyun: Cheung Tin Chi,(2018),6.5,72        ,3439,"
    While keeping a low profile after his defeat by Ip Man, Cheung Tin Chi gets into trouble after getting in a fight with a powerful foreigner.","
Action, Crime            "
Kung Fu Panda 3,(2016),7.1,66        ,118435,"
    Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","
Animation, Action, Adventure            "
Jeden dzien,(2011),7.0,48        ,129129,"
    After spending the night together on the night of their college graduation Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.","
Drama, Romance            "
Hotel Transylwania,(2012),7.1,47        ,206567,"
    Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.","
Animation, Comedy, Family            "
Sasiedzi,(2014),6.3,68        ,268290,"
    After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.","
Comedy            "
Dom wygranych,(2017),5.6,30        ,34719,"
    After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.","
Comedy, Crime            "
Jak wytresować smoka 2,(2014),7.8,76        ,281997,"
    When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","
Animation, Action, Adventure            "
RoboCop,(2014),6.2,52        ,207040,"
    In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.","
Action, Crime, Sci-Fi            "
Czarownica milosci,(2016),6.2,82        ,9670,"
    A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.","
Comedy, Horror, Romance            "
Uprowadzona 3,(2014),6.0,26        ,166649,"
    Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.","
Action, Thriller            "
Nancy Drew and the Hidden Staircase,(2019),5.7,55        ,1513,"
    A bit of an outsider struggling to fit into her new surroundings, Nancy and her pals set out to solve a mystery, make new friends, and establish their place in the community.","
Comedy, Crime, Drama            "
Zanim sie obudze,(2016),6.2,68        ,33621,"
    A couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.","
Drama, Fantasy, Horror            "
Gully Boy,(2019),8.3,65        ,19915,"
    A coming-of-age story based on the lives of street rappers in Mumbai.","
Drama, Music            "
Tylko kochankowie przezyja,(2013),7.3,79        ,81989,"
    A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.","
Comedy, Drama, Fantasy            "
The Divine Fury,(2019),7.1,33        ,168,"
    An MMA fighter helps an exorcist fight evil.","
Action, Horror, Thriller            "
Marshall,(2017),7.2,66        ,15012,"
    The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.","
Biography, Crime, Drama            "
The Outsider,(2018),6.3,30        ,16667,"
    An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.","
Crime, Drama, Thriller            "
Porwany,(2017),5.9,44        ,29565,"
    A mother stops at nothing to recover her kidnapped son.","
Crime, Drama, Thriller            "
Eddie zwany Orlem,(2015),7.4,54        ,76858,"
    The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.","
Biography, Comedy, Drama            "
Dla ciebie wszystko,(2014),6.7,29        ,60506,"
    A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.","
Drama, Romance            "
Ujrzalem diabla,(2010),7.8,67        ,95388,"
    A secret agent exacts revenge on a serial killer through a series of captures and releases.","
Action, Crime, Thriller            "
Paddington 2,(2017),7.8,88        ,47991,"
    Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.","
Adventure, Comedy, Family            "
Żółtodzioby,(2017),5.7,56        ,2611,"
    Two young soldiers, Bartle (21) and Murph (18) navigate the terrors of the Iraq war under the command of the older, troubled Sergeant Sterling. All the while, Bartle is tortured by a promise he made to Murph's mother before their deployment.","
Drama, War            "
Sąsiedzi 2,(2016),5.7,58        ,104401,"
    When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.","
Comedy            "
Van Gogh. U bram wiecznosci,(2018),6.9,76        ,18191,"
    A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.","
Biography, Drama            "
"Co jest grane, Davis?",(2013),7.5,93        ,125024,"
    A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.","
Comedy, Drama, Music            "
Tylko Bóg wybacza,(2013),5.7,37        ,101377,"
    Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.","
Crime, Drama            "
Resident Evil: Ostatni rozdział,(2016),5.5,49        ,75969,"
    Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","
Action, Horror, Sci-Fi            "
Shin Gojira,(2016),6.7,67        ,18920,"
    Japan is plunged into chaos upon the appearance of a giant monster.","
Action, Adventure, Drama            "
Piotrus Królik,(2018),6.5,51        ,28752,"
    Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.","
Animation, Adventure, Comedy            "
Niezniszczalni 2,(2012),6.6,51        ,279240,"
    Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.","
Action, Adventure, Thriller            "
Lament,(2016),7.4,81        ,36722,"
    Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.","
Horror, Mystery, Thriller            "
W blasku nocy,(2018),6.6,38        ,17321,"
    A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.","
Drama, Romance            "
Boss,(2016),7.0,66        ,62258,"
    A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.","
Biography, Crime, Drama            "
Zanim odejdą wody,(2010),6.5,51        ,305679,"
    High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.","
Adventure, Comedy            "
Powiesc Henry'ego,(2017),6.6,31        ,20395,"
    With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.","
Crime, Drama, Thriller            "
Królestwo zwierzat,(2010),7.3,83        ,51860,"
    A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.","
Crime, Drama            "
Nie opuszczaj mnie,(2010),7.1,69        ,130885,"
    The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.","
Drama, Romance, Sci-Fi            "
Auta 3,(2017),6.7,59        ,61752,"
    Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.","
Animation, Adventure, Comedy            "
Raz sie zyje,(2018),6.1,46        ,22044,"
    GRINGO, a dark comedy mixed with white-knuckle action and dramatic intrigue, explores the battle of survival for businessman Harold Soyinka (David Oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted criminal.","
Action, Comedy, Crime            "
Przechowalnia numer 12,(2013),8.0,82        ,74052,"
    A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.","
Drama            "
Magic Mike XXL,(2015),5.6,60        ,48901,"
    Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.","
Comedy, Drama, Music            "
How It Ends,(2018),5.0,36        ,37338,"
    A desperate man tries to return home to his pregnant fiancée after a mysterious apocalyptic event turns everything to chaos.","
Action, Adventure, Drama            "
Locke,(2013),7.1,81        ,122030,"
    Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.","
Drama            "
Swatamy swoich szefów,(2018),6.5,62        ,33560,"
    Two corporate executive assistants hatch a plan to match-make their two bosses.","
Comedy, Romance            "
Oculus,(2013),6.5,61        ,108056,"
    A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.","
Horror, Mystery            "
Przebudzenie dusz,(2017),6.4,68        ,24596,"
    Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.","
Drama, Horror            "
Kobieta na skraju dojrzałości,(2011),6.3,71        ,74753,"
    Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.","
Comedy, Drama            "
Turysta,(2010),6.0,37        ,208410,"
    Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","
Action, Adventure, Comedy            "
Zle wychowanie Cameron Post,(2018),6.6,69        ,14076,"
    In 1993, a teenage girl is forced into a gay conversion therapy center by her conservative guardians.","
Drama            "
Jeszcze dłuższe zaręczyny,(2012),6.2,62        ,89038,"
    One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together.","
Comedy, Romance            "
Nightmare Cinema,(2018),5.4,60        ,1088,"
    Five strangers converge at a haunted movie theater owned by The Projectionist (Mickey Rourke). Once inside, the audience members witness a series of screenings that shows them their deepest fears and darkest secrets over five tales.","
Horror            "
Pirania 3DD,(2012),3.7,24        ,37467,"
    After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.","
Comedy, Horror            "
Safe House,(2012),6.7,52        ,194034,"
    A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.","
Action, Crime, Thriller            "
